,image_name,Good,Usable,Reject
0,1_right.jpeg,0.14765461,0.39964622,0.17021647
1,10001_right.jpeg,0.97411096,0.03637592,0.011218429
2,10004_right.jpeg,0.9740253,0.036333457,0.011282918
3,10008_left.jpeg,0.97142065,0.038793433,0.012092836
4,10016_right.jpeg,0.9744008,0.036000274,0.011235779
5,10026_left.jpeg,0.9723106,0.038393863,0.011401704
6,10026_right.jpeg,0.9704348,0.04016941,0.011732916
7,1003_left.jpeg,0.95869565,0.055060096,0.016524969
8,10033_left.jpeg,0.97410446,0.036324892,0.011237433
9,10033_right.jpeg,0.9739991,0.03641718,0.011241179
10,10036_left.jpeg,0.0037437966,0.36199832,0.8557644
11,10037_left.jpeg,0.8224953,0.122526854,0.026078453
12,1004_right.jpeg,0.81371456,0.14640462,0.026033707
13,10040_left.jpeg,0.21044393,0.43559337,0.13554555
14,10041_left.jpeg,0.97098655,0.039529074,0.011733686
15,1005_right.jpeg,0.005133013,0.17271376,0.9390101
16,10052_right.jpeg,0.0022940035,0.3434933,0.8918263
17,1006_left.jpeg,0.010705397,0.09298268,0.9493017
18,1006_right.jpeg,0.016389344,0.120378174,0.92430747
19,10060_left.jpeg,0.8154885,0.22179838,0.028046595
20,10063_left.jpeg,0.009506756,0.10036327,0.9485123
21,10064_left.jpeg,0.972338,0.037017375,0.011806347
22,10064_right.jpeg,0.9720834,0.03859887,0.011822358
23,10068_right.jpeg,0.047161706,0.431276,0.50364476
24,10070_right.jpeg,0.9736018,0.036990352,0.011259946
25,10072_left.jpeg,0.011657268,0.1005491,0.9456614
26,10075_right.jpeg,0.97414804,0.036232974,0.011262033
27,10077_left.jpeg,0.9741374,0.03622764,0.011263726
28,10077_right.jpeg,0.9741145,0.036210354,0.01127027
29,10079_right.jpeg,0.9706397,0.040923864,0.011335916
30,10080_left.jpeg,0.92731565,0.0595219,0.022535501
31,10080_right.jpeg,0.9347282,0.0567349,0.0209949
32,10084_left.jpeg,0.911274,0.10597471,0.020777788
33,10084_right.jpeg,0.9437189,0.067782775,0.016382964
34,10089_left.jpeg,0.97422576,0.036196195,0.0112433415
35,1009_left.jpeg,0.1431012,0.5356353,0.10716311
36,10093_right.jpeg,0.905307,0.10307586,0.03365129
37,10098_left.jpeg,0.00334029,0.35423088,0.86755794
38,101_left.jpeg,0.9742731,0.036155682,0.011246851
39,101_right.jpeg,0.9743137,0.03610653,0.011235271
40,10102_left.jpeg,0.58526653,0.34287906,0.036593165
41,10105_left.jpeg,0.008408293,0.17022473,0.9158755
42,10106_left.jpeg,0.9616588,0.05215012,0.012152424
43,10108_left.jpeg,0.21118657,0.22715847,0.34574175
44,10110_right.jpeg,0.004615356,0.3173093,0.8678489
45,10114_right.jpeg,0.97258997,0.03721657,0.011661943
46,10119_right.jpeg,0.7756962,0.13672629,0.037409004
47,10123_left.jpeg,0.9733223,0.037007798,0.011388306
48,10123_right.jpeg,0.974422,0.035989575,0.011231007
49,10128_left.jpeg,0.03149447,0.45360515,0.584831
50,1013_left.jpeg,0.20866486,0.25072467,0.37858492
51,10132_left.jpeg,0.88161063,0.13855612,0.021341389
52,10132_right.jpeg,0.8646052,0.14877489,0.021209164
53,10133_left.jpeg,0.96941537,0.04161344,0.012027347
54,1014_left.jpeg,0.9722045,0.038905457,0.011044226
55,1014_right.jpeg,0.97168905,0.039605733,0.0109621305
56,10140_right.jpeg,0.97432816,0.036093365,0.0112440465
57,10142_right.jpeg,0.3641471,0.22090548,0.23941146
58,10145_left.jpeg,0.9675839,0.044225328,0.011776733
59,10151_left.jpeg,0.9405721,0.072238036,0.02050939
60,10151_right.jpeg,0.9439758,0.06298055,0.020379603
61,10152_left.jpeg,0.9735487,0.036362853,0.011443572
62,10152_right.jpeg,0.9736838,0.03632395,0.011378029
63,1016_left.jpeg,0.9743639,0.036047515,0.0112323
64,1016_right.jpeg,0.97430646,0.03610986,0.011233709
65,10164_left.jpeg,0.97437674,0.036027573,0.011234005
66,10164_right.jpeg,0.9730032,0.037637103,0.011290399
67,10172_right.jpeg,0.96189594,0.051240824,0.012800066
68,10174_left.jpeg,0.9744296,0.035980757,0.011231516
69,10174_right.jpeg,0.9744254,0.0359863,0.01123157
70,10176_left.jpeg,0.31947616,0.26102757,0.29459777
71,10179_right.jpeg,0.087421894,0.4454888,0.35100994
72,1018_right.jpeg,0.0026576284,0.32650587,0.88669854
73,10188_left.jpeg,0.974415,0.035992082,0.011232707
74,10188_right.jpeg,0.97442144,0.03598513,0.011233412
75,1019_left.jpeg,0.9046789,0.0753891,0.031858105
76,10192_right.jpeg,0.96836466,0.04197274,0.012589085
77,10196_left.jpeg,0.30089363,0.44091898,0.09404522
