,image_name,Good,Usable,Reject
0,10009_left.jpeg,0.9863804,0.010917409,0.008519962
1,10009_right.jpeg,0.9875842,0.009970703,0.0082666585
2,10014_left.jpeg,0.024672845,0.038958296,0.95435745
3,10014_right.jpeg,0.024589924,0.040380422,0.9528178
4,10015_left.jpeg,0.9875909,0.009965168,0.0082662245
5,10015_right.jpeg,0.98759115,0.009964962,0.008266323
6,10017_left.jpeg,0.042538494,0.9444656,0.055336893
7,1002_left.jpeg,0.02486845,0.098646395,0.90151364
8,10022_right.jpeg,0.98755884,0.009998399,0.008251899
9,10028_left.jpeg,0.04401495,0.72348243,0.18288384
10,10029_left.jpeg,0.98421246,0.013553961,0.007348222
11,10030_left.jpeg,0.9875897,0.009965409,0.008266991
12,10030_right.jpeg,0.98758197,0.009962582,0.008273625
13,10031_left.jpeg,0.9867466,0.010709014,0.00831721
14,10031_right.jpeg,0.9875513,0.010000226,0.00826506
15,10043_left.jpeg,0.024657924,0.03893751,0.9544077
16,10043_right.jpeg,0.024661215,0.038932975,0.9544019
17,10058_left.jpeg,0.02472151,0.039140392,0.9540936
18,10061_left.jpeg,0.98758626,0.009967917,0.008266487
19,10061_right.jpeg,0.9556042,0.03805831,0.01000935
20,10069_right.jpeg,0.98757845,0.00997412,0.008269599
21,1008_left.jpeg,0.0456436,0.0352569,0.9153336
22,10085_left.jpeg,0.9875674,0.00998128,0.0082692085
23,10085_right.jpeg,0.987591,0.009964971,0.008266393
24,10095_left.jpeg,0.98759115,0.009964839,0.008266432
25,10100_left.jpeg,0.9875907,0.009964473,0.008266803
26,10100_right.jpeg,0.98758614,0.009963526,0.008270389
27,10112_left.jpeg,0.9588731,0.032790087,0.013513478
28,10116_left.jpeg,0.9875908,0.009965179,0.008266397
29,10116_right.jpeg,0.9875903,0.009964218,0.008267041
30,10124_left.jpeg,0.024660802,0.038933076,0.9544077
31,10124_right.jpeg,0.0246645,0.038944293,0.9543914
32,10125_left.jpeg,0.043481678,0.9471397,0.052934542
33,10125_right.jpeg,0.04448118,0.9486761,0.051088955
34,10129_left.jpeg,0.025036821,0.046423886,0.9458543
35,10130_left.jpeg,0.9875358,0.010017382,0.008249597
36,10131_left.jpeg,0.02467638,0.0389173,0.95438856
37,10131_right.jpeg,0.02469471,0.038897987,0.95435566
38,10134_left.jpeg,0.043621182,0.9502298,0.05041514
39,10141_left.jpeg,0.987581,0.0099669,0.008271195
40,10147_right.jpeg,0.044170424,0.90346855,0.08172073
41,10150_left.jpeg,0.986968,0.010509362,0.008318268
42,10150_right.jpeg,0.9875781,0.009974997,0.008268923
43,10159_left.jpeg,0.98759043,0.009965008,0.008266756
44,10159_right.jpeg,0.9875893,0.009966024,0.008266788
45,10160_left.jpeg,0.987591,0.00996483,0.0082664825
46,10160_right.jpeg,0.98758906,0.00996562,0.008267261
47,10161_right.jpeg,0.98759115,0.009964811,0.008266428
48,10166_right.jpeg,0.98759115,0.009964839,0.008266432
49,10169_left.jpeg,0.029300809,0.06952345,0.917444
50,10177_left.jpeg,0.98759127,0.009964849,0.008266385
51,10177_right.jpeg,0.987573,0.009981907,0.0082654385
52,10181_right.jpeg,0.043111794,0.9502368,0.05114039
53,10182_left.jpeg,0.9875908,0.009964676,0.008266717
54,10182_right.jpeg,0.98756546,0.0099463025,0.008285895
55,10183_left.jpeg,0.987591,0.009964764,0.008266498
56,10183_right.jpeg,0.9875901,0.009964317,0.008267183
57,10190_left.jpeg,0.98759127,0.0099648535,0.008266381
58,10190_right.jpeg,0.98759115,0.00996483,0.008266468
59,10199_left.jpeg,0.987591,0.009965008,0.00826642
60,102_left.jpeg,0.023749711,0.05667243,0.93652666
61,1020_left.jpeg,0.98751813,0.010018734,0.008283544
62,1020_right.jpeg,0.9875589,0.0099513,0.00828854
63,10206_left.jpeg,0.98759115,0.009964886,0.008266381
64,10206_right.jpeg,0.98758477,0.009969921,0.008267331
65,1021_left.jpeg,0.98759127,0.009964849,0.008266385
66,1021_right.jpeg,0.98758847,0.009966429,0.008266991
67,10210_left.jpeg,0.98759127,0.009964849,0.008266385
68,10210_right.jpeg,0.98759127,0.009964849,0.008266385
69,10212_right.jpeg,0.98758507,0.009968943,0.008267472
70,10218_left.jpeg,0.025031023,0.040870935,0.95197374
71,10218_right.jpeg,0.024731252,0.039298877,0.9539078
72,10223_left.jpeg,0.9875866,0.009966251,0.008268786
73,10223_right.jpeg,0.98753524,0.009925364,0.008309171
74,10226_right.jpeg,0.9875882,0.009965065,0.008267445
75,10230_left.jpeg,0.025330205,0.041268088,0.9498653
76,10230_right.jpeg,0.02125856,0.09570774,0.91874945
77,10234_left.jpeg,0.98758787,0.009967889,0.008266252
78,10234_right.jpeg,0.024659377,0.038936805,0.9544064
79,10239_right.jpeg,0.9872212,0.010274342,0.008307855
80,10241_right.jpeg,0.03941264,0.93523353,0.07034668
81,10243_right.jpeg,0.9875679,0.009984461,0.008269506
82,10244_right.jpeg,0.038984254,0.83642673,0.13401462
83,10255_right.jpeg,0.024676092,0.039141674,0.954165
84,10257_left.jpeg,0.98759043,0.009965018,0.008266568
85,10257_right.jpeg,0.9874982,0.0100582875,0.008236378
86,10276_left.jpeg,0.9875531,0.009991991,0.008277073
87,10276_right.jpeg,0.9875789,0.009956723,0.008275503
88,10279_left.jpeg,0.03964572,0.93555605,0.06797916
89,10284_left.jpeg,0.9875151,0.009950868,0.008322017
90,10284_right.jpeg,0.987578,0.0099763805,0.008266389
91,10288_left.jpeg,0.02476337,0.03973906,0.953479
92,1029_left.jpeg,0.98759115,0.009964835,0.008266425
93,10295_left.jpeg,0.04249925,0.9452621,0.05496178
94,10297_right.jpeg,0.9874121,0.01009345,0.008296638
95,10310_left.jpeg,0.98637635,0.011006172,0.008398299
96,10312_left.jpeg,0.050467774,0.9143157,0.06458493
97,10312_right.jpeg,0.987591,0.009965065,0.008266326
98,10319_left.jpeg,0.024653336,0.039719187,0.95353425
99,10319_right.jpeg,0.024838274,0.04033179,0.9527689
100,1032_left.jpeg,0.98758996,0.0099658,0.0082664555
101,1032_right.jpeg,0.9874955,0.010039636,0.00827472
102,10321_right.jpeg,0.042007614,0.9469562,0.054005224
103,10325_left.jpeg,0.98759127,0.009964839,0.008266401
104,10325_right.jpeg,0.98410887,0.012998955,0.0085405065
105,10328_left.jpeg,0.045057975,0.9483797,0.05013998
106,10333_left.jpeg,0.02471335,0.038932856,0.95426625
107,10333_right.jpeg,0.98759115,0.00996483,0.008266412
108,10334_left.jpeg,0.025066284,0.041641433,0.95101625
109,10337_left.jpeg,0.98759127,0.009964849,0.008266385
110,10337_right.jpeg,0.987591,0.009964764,0.008266498
111,1034_left.jpeg,0.9875589,0.009945739,0.008289924
112,1034_right.jpeg,0.98759115,0.009964895,0.008266381
