,image_name,Good,Usable,Reject
0,1_right.jpeg,0.016496273,0.24038287,0.7614122
1,10001_right.jpeg,0.9763475,0.030818846,0.01030942
2,10004_right.jpeg,0.96413887,0.044533476,0.011303864
3,10008_left.jpeg,0.67589533,0.10900278,0.08834171
4,10016_right.jpeg,0.9749967,0.027860092,0.0106918765
5,10026_left.jpeg,0.97063196,0.03918591,0.010458979
6,10026_right.jpeg,0.94229543,0.0656021,0.01397855
7,1003_left.jpeg,0.6539427,0.18854856,0.06691787
8,10033_left.jpeg,0.9765671,0.031074792,0.009607728
9,10033_right.jpeg,0.9757336,0.031160755,0.010106427
10,10036_left.jpeg,0.0010821214,0.30771688,0.9062882
11,10037_left.jpeg,0.09173441,0.20865889,0.40958816
12,1004_right.jpeg,0.5596463,0.19629163,0.088216655
13,10040_left.jpeg,0.0042322264,0.5528489,0.73300904
14,10041_left.jpeg,0.9755196,0.032322306,0.009160658
15,1005_right.jpeg,0.0036028924,0.08491074,0.9487977
16,10052_right.jpeg,0.004031635,0.07257708,0.9538223
17,1006_left.jpeg,0.0044944054,0.055462845,0.96018946
18,1006_right.jpeg,0.0065575484,0.08395588,0.9415023
19,10060_left.jpeg,0.278802,0.66319805,0.06861656
20,10063_left.jpeg,0.0045893174,0.052172326,0.9609779
21,10064_left.jpeg,0.84875476,0.08947519,0.038335577
22,10064_right.jpeg,0.7699154,0.1300561,0.056034956
23,10068_right.jpeg,0.010367834,0.1570111,0.8700464
24,10070_right.jpeg,0.96768004,0.039705813,0.011417198
25,10072_left.jpeg,0.004129263,0.07856839,0.95418984
26,10075_right.jpeg,0.9584986,0.04592495,0.013579154
27,10077_left.jpeg,0.9465773,0.043146092,0.01688587
28,10077_right.jpeg,0.97182447,0.02990528,0.0111128865
29,10079_right.jpeg,0.9773366,0.030376665,0.009526678
30,10080_left.jpeg,0.7756551,0.04853154,0.048976913
31,10080_right.jpeg,0.85321754,0.03307483,0.036464393
32,10084_left.jpeg,0.7730718,0.22134002,0.027468482
33,10084_right.jpeg,0.8432513,0.172452,0.023037417
34,10089_left.jpeg,0.9767577,0.029170964,0.009695246
35,1009_left.jpeg,0.019175062,0.85010904,0.33899587
36,10093_right.jpeg,0.26148587,0.27621046,0.1898975
37,10098_left.jpeg,0.0048044533,0.10275712,0.9326427
38,101_left.jpeg,0.94418085,0.044388056,0.018762387
