,image_name,Good,Usable,Reject
0,1_right.jpeg,0.35326326,0.2836696,0.24397607
1,10001_right.jpeg,0.964402,0.0396685,0.011985727
2,10004_right.jpeg,0.86974734,0.09231786,0.02331144
3,10008_left.jpeg,0.9512327,0.046196092,0.017047202
4,10016_right.jpeg,0.96621245,0.037963957,0.011803723
5,10026_left.jpeg,0.9379508,0.05971988,0.014455513
6,10026_right.jpeg,0.928849,0.05376605,0.018126452
7,1003_left.jpeg,0.9345887,0.05747282,0.015225797
8,10033_left.jpeg,0.96623033,0.03875837,0.011412425
9,10033_right.jpeg,0.96434027,0.039798018,0.012094555
10,10036_left.jpeg,0.030728092,0.4048283,0.6219217
11,10037_left.jpeg,0.06649039,0.1588732,0.54849315
12,1004_right.jpeg,0.10130387,0.10219974,0.5828055
13,10040_left.jpeg,0.19481766,0.58652997,0.18493868
14,10041_left.jpeg,0.9397845,0.058909994,0.015170281
15,1005_right.jpeg,0.010683926,0.14562288,0.8691121
16,10052_right.jpeg,0.02652145,0.5451751,0.5073334
17,1006_left.jpeg,0.008469183,0.14410697,0.87188894
18,1006_right.jpeg,0.0057093226,0.14726855,0.88419384
19,10060_left.jpeg,0.6913343,0.23291922,0.045658153
20,10063_left.jpeg,0.007072158,0.32928565,0.7486419
21,10064_left.jpeg,0.19083756,0.11446396,0.4428298
22,10064_right.jpeg,0.40000755,0.16284055,0.23847727
23,10068_right.jpeg,0.10359101,0.4465631,0.46023977
24,10070_right.jpeg,0.9592772,0.042210117,0.013246235
25,10072_left.jpeg,0.005136954,0.11311315,0.9130594
26,10075_right.jpeg,0.56419206,0.21578483,0.061104987
27,10077_left.jpeg,0.95980024,0.04037247,0.013174666
28,10077_right.jpeg,0.9659371,0.036849704,0.01201508
29,10079_right.jpeg,0.9498916,0.050333105,0.012795625
30,10080_left.jpeg,0.06691604,0.06587498,0.7077322
31,10080_right.jpeg,0.06838471,0.06848883,0.7096208
32,10084_left.jpeg,0.7561978,0.19368707,0.029545864
33,10084_right.jpeg,0.7410648,0.20801212,0.03335739
34,10089_left.jpeg,0.9606149,0.04042908,0.012796722
35,1009_left.jpeg,0.113352634,0.7810587,0.15013117
36,10093_right.jpeg,0.38579467,0.22594005,0.1956547
37,10098_left.jpeg,0.015643422,0.22615562,0.6594708
38,101_left.jpeg,0.9635774,0.04099613,0.01289475
39,101_right.jpeg,0.95897806,0.041090902,0.014251086
40,10102_left.jpeg,0.11410845,0.61845267,0.23763046
41,10105_left.jpeg,0.017489472,0.38607734,0.66886055
42,10106_left.jpeg,0.7746976,0.217882,0.03560224
