,image_name,Good,Usable,Reject
0,0001R1.jpeg,0.27995822,0.38190812,0.31576607
1,0001R2.jpeg,0.26506627,0.39226434,0.3159116
2,0002R1.jpeg,0.32632697,0.36777952,0.26273042
3,0002R2.jpeg,0.32047033,0.36931947,0.26000687
4,0003L1.jpeg,0.29347792,0.37600833,0.29031718
5,0003L2.jpeg,0.26356864,0.41137794,0.30728263
6,0003L3.jpeg,0.44843078,0.3944782,0.17374821
7,0003R1.jpeg,0.33602822,0.36292797,0.26145536
8,0004L2.jpeg,0.38895,0.3373913,0.22454765
9,0004R1.jpeg,0.47550434,0.29969358,0.16102308
10,0005L3.jpeg,0.25417602,0.40558088,0.34437233
11,0006L2.jpeg,0.33672342,0.40858856,0.2680421
12,0008L1.jpeg,0.42253354,0.3154871,0.17863113
13,0008R1.jpeg,0.32424143,0.36976314,0.2461007
14,0009R1.jpeg,0.3343769,0.36719885,0.26135552
15,0009R3.jpeg,0.34350497,0.36621484,0.26015285
16,0009R4.jpeg,0.25624543,0.40031707,0.34512237
17,0010L1.jpeg,0.19983268,0.44155052,0.34271508
18,0010L3.jpeg,0.21396755,0.4415422,0.3330466
19,0010R1.jpeg,0.19735162,0.43754503,0.3369307
20,0010R3.jpeg,0.20880057,0.423997,0.32695752
21,0011R1.jpeg,0.39353198,0.34224474,0.21817398
22,0011R2.jpeg,0.32092527,0.375203,0.2834934
23,0012L5.jpeg,0.26827258,0.39002725,0.31480813
24,0012R2.jpeg,0.25490215,0.39578226,0.31494915
25,0012R3.jpeg,0.25905022,0.39680508,0.32375345
26,0013L1.jpeg,0.25920442,0.4522746,0.29696628
27,0013L2.jpeg,0.34175497,0.4096063,0.23874149
28,0014L1.jpeg,0.20776787,0.43368727,0.37463668
29,0014L2.jpeg,0.18963929,0.45457584,0.36245146
30,0014L3.jpeg,0.18757434,0.45021173,0.36446863
31,0015L1.jpeg,0.22522771,0.42211807,0.32399684
32,0015L2.jpeg,0.19968833,0.4461213,0.35959274
33,0016L2.jpeg,0.19700293,0.46527672,0.3368682
34,0016R1.jpeg,0.2100863,0.43623936,0.33363944
35,0017L1.jpeg,0.25147894,0.46797916,0.28861633
36,0017L2.jpeg,0.22390045,0.46934527,0.32497472
37,0017L4.jpeg,0.34880498,0.4444362,0.2587915
38,0017L5.jpeg,0.19757123,0.45445266,0.35167205
39,0017L6.jpeg,0.20858085,0.4627247,0.33915493
40,0017L7.jpeg,0.28014317,0.45740518,0.27563745
41,0017R3.jpeg,0.20440048,0.4312466,0.35435274
42,0019L3.jpeg,0.23478308,0.44104445,0.31597534
43,001_R3_2576.jpeg,0.5686559,0.3262332,0.10652111
44,0020L2.jpeg,0.3956934,0.39593193,0.17002764
45,0020L6.jpeg,0.6466432,0.29682136,0.09132918
46,0020R2.jpeg,0.4031239,0.39267236,0.17393082
47,0020R3.jpeg,0.2650663,0.4360198,0.24484532
48,0021L2.jpeg,0.20120788,0.46529457,0.3524211
49,0022L2.jpeg,0.2217585,0.44630724,0.30446985
50,0022R2.jpeg,0.27359903,0.4634162,0.27160683
51,0022R3.jpeg,0.24119082,0.46722966,0.29332516
52,0023L1.jpeg,0.23728706,0.46607625,0.28546607
53,0023R1.jpeg,0.19053996,0.46171084,0.34590966
54,0023R2.jpeg,0.1995216,0.4482499,0.35872114
55,0024L1.jpeg,0.35394165,0.42459768,0.19635631
56,0024L3.jpeg,0.24313974,0.4691079,0.2933761
57,0024L4.jpeg,0.22069506,0.46177417,0.32101855
58,0024R2.jpeg,0.21766904,0.4670521,0.31813747
59,0024R3.jpeg,0.3154026,0.44517434,0.24183132
60,0024R4.jpeg,0.2420924,0.46393833,0.29282707
61,0025R1.jpeg,0.26232213,0.46854514,0.28372476
62,0025R2.jpeg,0.32821468,0.42829096,0.20966882
63,0027L2.jpeg,0.32376713,0.42767182,0.2039803
64,0027R2.jpeg,0.21652979,0.4647183,0.31536153
65,0028L3.jpeg,0.25185826,0.4598594,0.28392604
66,0028R2.jpeg,0.21526574,0.45088765,0.3027078
67,0029L1.jpeg,0.23001508,0.43680155,0.3063704
68,0029L2.jpeg,0.22367078,0.43294746,0.31724894
69,0029L4.jpeg,0.22837216,0.42201385,0.30840525
70,0029R2.jpeg,0.23097324,0.41992062,0.29050303
71,002_L1_2571.jpeg,0.5184101,0.33844262,0.11873012
72,002_R1_2568.jpeg,0.5549889,0.32733813,0.109533176
73,002_R3_2570.jpeg,0.466336,0.36032364,0.13243714
74,0030R2.jpeg,0.3492589,0.40374312,0.19461639
75,0031L1.jpeg,0.2041037,0.43991145,0.34755802
76,0031R2.jpeg,0.21671385,0.4416088,0.335764
77,0032L3.jpeg,0.27728334,0.44726127,0.25634992
78,0032L4.jpeg,0.25569606,0.46058562,0.27985346
79,0032R1.jpeg,0.2734787,0.43573943,0.26216483
80,0032R3.jpeg,0.21127798,0.4554708,0.30056325
81,0032R4.jpeg,0.20639564,0.46217752,0.32110548
82,0032R6.jpeg,0.27663058,0.444182,0.27234146
83,0035L1.jpeg,0.21259846,0.44522882,0.31958327
84,0036L1.jpeg,0.33409902,0.42308527,0.21523857
85,0036L2.jpeg,0.33730942,0.4228273,0.21709812
86,0036R1.jpeg,0.28211302,0.44390646,0.25844243
87,0036R3.jpeg,0.26353145,0.44406423,0.26114905
88,0037L1.jpeg,0.50087154,0.34340933,0.120135196
89,0037L2.jpeg,0.42231634,0.3806259,0.1670877
90,0037R1.jpeg,0.54794025,0.32662186,0.10565681
91,0037R3.jpeg,0.27023438,0.44405663,0.25410998
92,0038L2.jpeg,0.40915376,0.3932234,0.17114785
93,0038L3.jpeg,0.3127568,0.43177778,0.21493813
94,0038R2.jpeg,0.3156402,0.43770877,0.2242181
95,0039L1.jpeg,0.3093158,0.43455347,0.23545079
96,0039L2.jpeg,0.3741443,0.40270784,0.19284575
97,0039L3.jpeg,0.32083127,0.42649576,0.22665988
98,003_L1_2583.jpeg,0.44089377,0.37705663,0.1513047
99,003_L3_2585.jpeg,0.639933,0.31087056,0.101915516
